Idx	Group	Index	Name	Color	Unk1	Unk2	Unk3	iInfoLine_1	Unk4	iInfoLine_2	Unk5	iInfoLine_3	Unk6	iInfoLine_4	Unk7	iInfoLine_5	Unk8	iInfoLine_6	Unk9	iInfoLine_7	Unk10	iInfoLine_8	Unk11	iInfoLine_9	Unk12	iInfoLine_10	Unk13	iInfoLine_11	Unk14	iInfoLine_12	Unk15	iInfoLine_13	Unk16	iInfoLine_14	Unk17	iInfoLine_15	Unk18
1987	12	133	Small Wings of Heaven	256	1	1	-1	3	0	29	0	32	0	25	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1988	12	134	Small Wings of Satan	256	1	1	-1	3	0	29	0	32	0	25	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1989	12	135	Small Warrior's Cloak	256	1	1	-1	3	0	28	0	31	0	25	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1990	12	136	Jewel of Life Bundle	259	0	1	-1	37	0	38	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1991	12	137	Jewel of Creation Bundle	259	0	1	-1	37	0	38	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1992	12	138	Jewel of Guardian Bundle	259	0	1	-1	37	0	38	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1993	12	139	Gemstone Bundle	259	0	1	-1	37	0	38	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1994	12	140	Jewel of Harmony Bundle	259	0	1	-1	37	0	38	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1995	12	141	Jewel of Chaos Bundle	259	0	1	-1	37	0	38	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1996	12	142	Lower Refine Stone Bundle	259	0	1	-1	37	0	38	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1997	12	143	Higher Refining Stone Bundle	259	0	1	-1	37	0	38	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1998	12	144	Mithril Fragment	256	0	0	-1	351	0	395	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1999	12	145	Mithril	256	0	0	-1	352	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2000	12	146	Elixir Fragment	256	0	0	-1	605	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2001	12	147	Elixir	256	0	0	-1	605	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2002	12	148	Mithril Fragment Bunch	256	0	0	-1	605	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2003	12	149	Elixir Fragment Bunch	256	0	0	-1	605	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2004	12	150	Jewel Combination Frame	256	0	0	-1	605	0	-1	0	2	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2005	12	151	Spirit Powder	256	0	0	-1	356	0	-1	0	-1	0	2	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2006	12	152	Storm's Wings	256	0	1	-1	1043	0	1046	0	1022	0	1023	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2007	12	154	Small White Cloak	256	1	1	-1	3	0	29	0	32	0	25	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2008	12	155	Pure White Clock	256	0	1	-1	3	0	29	0	32	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2009	12	156	Cloak of Innocence	256	0	1	-1	3	0	26	0	33	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2010	12	157	[Bound] Cloak of Innocence	267	0	1	-1	3	0	26	0	33	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2011	12	158	Cloak of Brilliance	256	0	1	-1	3	0	27	0	30	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2012	12	159	[Bound] Cloak of Brilliance	267	0	1	-1	3	0	27	0	30	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2013	12	160	Cloak of Brilliance	256	0	1	-1	1043	0	1046	0	1022	0	1023	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2014	12	162	Chaos Blade Orb	256	256	0	-1	11	0	12	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2015	12	163	Havok Spear Law Scroll	256	256	0	-1	17	0	18	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2016	12	164	Spiral Charge Orb	256	0	1	-1	11	0	12	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2017	12	165	Crash Charge Orb	256	0	1	-1	11	0	12	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2018	12	166	Elemental Charge Scroll	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2019	12	167	Raining Arrow Bead	256	256	0	-1	13	0	14	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2020	12	168	Dex Booster Bead	256	256	0	-1	13	0	14	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2021	12	169	Holy Bolt Bead	256	256	0	-1	17	0	18	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2022	12	170	Elemental Attack Power Enhancement Orb	256	256	0	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2023	12	171	Elemental Defense Enhancement Orb	256	256	0	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2024	12	172	Small Iron Cloak	256	1	1	-1	3	0	29	0	32	0	25	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2025	12	173	Iron Cloack	256	0	1	-1	3	0	29	0	32	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2026	12	174	Black Cloak	256	0	1	-1	3	0	26	0	33	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2027	12	175	[Bound] Black Cloak	267	0	1	-1	3	0	26	0	33	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2028	12	176	Cloak of Death	256	0	1	-1	3	0	27	0	30	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2029	12	177	[Bound] Cloak of Death	267	0	1	-1	3	0	27	0	30	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2030	12	178	Cloak of Hatred	256	0	1	-1	1042	0	1046	0	1022	0	1023	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2031	12	200	Muren's Book of Magic	256	0	1	-1	381	259	357	0	358	0	359	0	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2032	12	201	Scroll of Etramu	256	0	1	-1	381	259	357	0	358	0	359	0	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2033	12	202	Lorencia Knights' Iron Shield	256	0	1	-1	381	259	357	0	358	0	359	0	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2034	12	203	Iron Shield of the Magic	256	0	1	-1	381	259	357	0	358	0	359	0	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2035	12	204	Hero Elixir	256	0	1	-1	381	259	357	0	358	0	359	0	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2036	12	205	Brave Hero Elixir	256	0	1	-1	381	259	357	0	358	0	359	0	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2037	12	206	Gladiator's Dagger	256	0	1	-1	381	259	357	0	358	0	359	0	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2038	12	207	Merciless Gladiator's Dagger	256	0	1	-1	381	259	357	0	358	0	359	0	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2039	12	208	Kundun's Madness Blade	271	0	1	-1	381	259	357	0	358	0	359	0	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2040	12	209	Kundun's Magic Spell Scroll	271	0	1	-1	381	259	357	0	358	0	359	0	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2041	12	210	Empire Guardians' Stronghold	271	0	1	-1	381	259	357	0	358	0	359	0	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2042	12	211	Ancient Icarus Scroll	271	0	1	-1	381	259	357	0	358	0	359	0	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2043	12	212	Arca's Prophecy	272	0	1	-1	381	259	357	0	358	0	359	0	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2044	12	213	Antonia's Sword	272	0	1	-1	381	259	357	0	358	0	359	0	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2045	12	214	Kundun's Seal Scroll	272	0	1	-1	381	259	357	0	358	0	359	0	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2046	12	215	Pentagram for Beginners	256	0	1	-1	381	259	357	0	358	0	9	0	197	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2047	12	216	[Bound] Iron Shield	267	0	1	-1	381	259	357	0	358	0	581	259	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2048	12	217	Thoughtful Sage's Jewel	256	0	1	-1	381	259	357	0	358	0	359	0	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2049	12	218	Magic Scroll (attributable)	267	0	1	-1	381	259	357	0	358	0	581	259	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2050	12	221	Errtel of Anger	263	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2051	12	222	Errtel of Anger for Beginners	263	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2052	12	231	Errtel of Blessing	263	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2053	12	232	Errtel of Blessing for Beginners	263	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2054	12	241	Errtel of Integrity	263	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2055	12	242	Errtel of Integrity for Beginners	263	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2056	12	251	Errtel of Divinity	263	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2057	12	252	Errtel of Divinity for Beginners	263	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2058	12	261	Errtel of Radiance	263	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2059	12	262	Cloak of Death	256	0	1	-1	3	0	409	0	412	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2060	12	263	Wings of Chaos	256	0	1	-1	3	0	410	0	413	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2061	12	264	Wings of Magic	256	0	1	-1	3	0	411	0	414	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2062	12	265	Wings of Life	256	0	1	-1	3	0	411	0	414	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2063	12	266	Wings of Conqueror	256	1	1	-1	3	0	425	0	426	0	25	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2064	12	267	Wings of Angel and Devil	256	0	1	-1	3	0	445	0	446	0	25	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2065	12	268	Wings of Conqueror	256	1	1	-1	512	0	3	0	27	0	30	0	9	0	25	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2066	12	269	Cloak of Limit	256	0	1	-1	3	0	28	0	35	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2067	12	270	Cloak of Transcendence	256	0	1	-1	3	0	27	0	30	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2068	12	271	Spin Step Scroll	256	0	1	-1	13	0	14	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2069	12	272	Obsidian Scroll	256	0	1	-1	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2070	12	273	Magic Pin Scroll	256	0	1	-1	11	0	12	0	13	0	14	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2071	12	274	Harsh Strike Scroll	256	0	1	-1	11	0	12	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2072	12	275	Shining Peak Scroll	256	0	1	-1	9	0	10	0	17	0	18	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2073	12	276	Wrath Scroll	256	0	1	-1	11	0	12	0	13	0	14	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2074	12	277	Breche Scroll	256	0	1	-1	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2075	12	278	Small Cloak of Limit	256	1	1	-1	3	0	28	0	31	0	25	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2076	12	279	[Bound] Cloak of Death	267	0	1	-1	3	0	411	0	414	0	25	0	8	0	9	0	10	0	581	259	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2077	12	280	[Bound] Wings of Chaos	267	0	1	-1	3	0	411	0	414	0	25	0	8	0	9	0	10	0	581	259	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2078	12	281	[Bound] Wings of Magic	267	0	1	-1	3	0	411	0	414	0	25	0	8	0	9	0	10	0	581	259	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2079	12	282	[Bound] Wings of Life	267	0	1	-1	3	0	411	0	414	0	25	0	8	0	9	0	10	0	581	259	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2080	12	283	[PC] Wings of Angel & Devil	273	0	1	-1	582	3	3	0	445	0	446	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2081	12	284	[PC] Cloak of Death	273	0	1	-1	582	3	3	0	409	0	412	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2082	12	285	[PC] Wings of Chaos	273	0	1	-1	582	3	3	0	410	0	413	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2083	12	286	[PC] Wings of Magic	273	0	1	-1	582	3	3	0	411	0	414	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2084	12	287	[PC] Wings of Life	273	0	1	-1	582	3	3	0	411	0	414	0	25	0	8	0	9	0	10	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2085	12	288	Elemental Rune	259	0	0	-1	355	0	-1	0	2	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2086	12	289	Orb of Fire Blow	256	256	0	-1	11	0	12	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2087	12	290	Scroll of Meteor Strike	256	256	0	-1	17	0	18	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2088	12	291	Scroll of Meteor Storm	256	256	0	-1	17	0	18	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2089	12	292	Scroll of Soul Seeker	256	256	0	-1	17	0	18	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2090	12	293	Orb of Focus Shot	256	256	0	-1	13	0	14	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2091	12	294	Orb of Fire Arrow	256	256	0	-1	13	0	14	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2092	12	295	Parchment of Fire Beast	256	256	0	-1	17	0	18	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2093	12	296	Parchment of Aqua Beast	256	256	0	-1	17	0	18	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2094	12	297	Orb of Ice Blood	256	256	0	-1	11	0	12	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2095	12	298	Orb of Fire Blood	256	256	0	-1	11	0	12	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2096	12	299	Scroll of Dark Blast	256	256	0	-1	17	0	18	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2097	12	300	Scroll of Meteor Strike	256	256	0	-1	17	0	18	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2098	12	301	Scroll of Flame Spear	256	256	0	-1	11	0	12	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2099	12	302	Scroll of Fire Wave	256	256	0	-1	11	0	12	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2100	12	303	Scroll of Wind Soul	256	256	0	-1	11	0	12	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2101	12	304	Parchment of Volcano	256	256	0	-1	13	0	14	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2102	12	305	Parchment of Dark Phoenix Shot	256	256	0	-1	13	0	14	0	664	0	665	0	666	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2103	12	306	Runedil's Goldentune Harp	271	0	1	-1	381	259	357	0	358	0	359	0	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2104	12	307	Lemuria's Orb	271	0	1	-1	381	259	357	0	358	0	359	0	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2105	12	308	Norrwen's Bloodstring Lyra	271	0	1	-1	381	259	357	0	358	0	359	0	9	0	1195	0	1196	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2106	12	311	Seed Sphere (Fire) [Lv:6]	268	0	0	-1	41	0	47	1	53	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2107	12	312	Seed Sphere (Water) [Lv:6]	268	0	0	-1	42	0	47	1	53	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2108	12	313	Seed Sphere (Ice) [Lv:6]	268	0	0	-1	43	0	47	1	53	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2109	12	314	Seed Sphere (Wind) [Lv:6]	268	0	0	-1	44	0	47	1	53	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2110	12	315	Seed Sphere (Lightning) [Lv:6]	268	0	0	-1	45	0	47	1	53	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2111	12	316	Seed Sphere (Earth) [Lv:6]	268	0	0	-1	46	0	47	1	53	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2112	12	317	Seed Sphere (Fire) [Lv:7]	268	0	0	-1	41	0	47	1	53	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2113	12	318	Seed Sphere (Water) [Lv:7]	268	0	0	-1	42	0	47	1	53	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2114	12	319	Seed Sphere (Ice) [Lv:7]	268	0	0	-1	43	0	47	1	53	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2115	12	320	Seed Sphere (Wind) [Lv:7]	268	0	0	-1	44	0	47	1	53	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2116	12	321	Seed Sphere (Lightning) [Lv:7]	268	0	0	-1	45	0	47	1	53	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2117	12	322	Seed Sphere (Earth) [Lv:7]	268	0	0	-1	46	0	47	1	53	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2118	12	323	Seed Sphere (Fire) [Lv:8]	268	0	0	-1	41	0	47	1	53	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2119	12	324	Seed Sphere (Water) [Lv:8]	268	0	0	-1	42	0	47	1	53	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2120	12	325	Seed Sphere (Ice) [Lv:8]	268	0	0	-1	43	0	47	1	53	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2121	12	326	Seed Sphere (Wind) [Lv:8]	268	0	0	-1	44	0	47	1	53	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2122	12	327	Seed Sphere (Lightning) [Lv:8]	268	0	0	-1	45	0	47	1	53	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2123	12	328	Seed Sphere (Earth) [Lv:8]	268	0	0	-1	46	0	47	1	53	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
2124	12	329	Seed Sphere (Fire) [Lv:9]	268	0	0	-1	41	0	47	1	53	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
