Idx	ID	Text	Unk
988	1217	Sealed Twilight Blood Angel Set. #To unlock the #Seal, you need the #Blood Angel soul.	-1
989	1218	Shine Wizard only	-1
990	1219	Blood Angel White Mage Armor of Twilight 	-1
991	1220	Blood Angel White Mage Helmr of Twilight 	-1
992	1221	Bloodangel White Wizard Pantsr of Twilight 	-1
993	1222	Bloodangel White Mage Glovesr of Twilight 	-1
994	1223	Fires a spear of light in a wide area, dealing damage to multiple targets.	-1
995	1224	Sealed Liberation Blood Angel Set. #To unlock the #Seal, you need the #BloodAngel soul.	-1
996	1225	Archmage only	-1
997	1226	Blood Angel Mage Armor of Liberation	-1
998	1227	Blood Angel Mage Helmetr of Liberation	-1
999	1228	Blood Angel Mage Pantsr of Liberation	-1
1000	1229	Blood Angel Mage Glovesr of Liberation	-1
1001	1230	Creates a magic circle and shoots small energies into the magic circle, dealing damage to multiple targets within range.	-1
1002	1231	Power: %d ~ %d	19
1003	1232	This is a tooling item required for making Blood Earrings.	-1
1004	1233	This is a combination material required to upgrade Earring of Honor (Left or Right) to an Blood Earring (Left or Right).	-1
1005	1234	This is an exclusive material required to upgrade Guardian Ice Dragon to Pierce Lion.	-1
1006	1235	It can be upgraded using the 11-15 reinforced Ice Dragon, Pierce Lion's seal, and jewel materials.	-1
1007	1236	Helps create a Pure White Cloak.	-1
1008	1237	Helps create a Cloak of Innocence.	-1
1009	1238	Inflicts Shadow damage to a large number of enemies in a wide range in front, #probably deals 1 additional damage.	-1
1010	1239	Summons a magic spear from the ground, dealing damage to many nearby enemies.	-1
1011	1240	Defense: %d	256
1012	1241	You can upgrade Manticore set items to Heavenly Brilliant Set items.	-1
1013	1242	Heavenly Brilliant Set Item Crafting Materials	-1
1014	1243	This is a Manticore Anvil item made by James, one of the 12 Priests of Light.	-1
1015	1244	This is a combination material required to upgrade a Silver Heart weapon item to a Manticore weapon item.	-1
1016	1245	You can use the Lumi Reward Box item by right-clicking the mouse.# #(requires 4 x 2 space in inventory)	-1
1017	1246	For 'Brilliant' weapons/armor only, #blocks item destruction when upgrading items of level +9 or higher.#However, the combination success rate is reduced by 5%.	-1
1018	1247	Max HP +100	-1
1019	1248	Max MP Increase +100	-1
1020	1249	Max AG Increase +50	-1
1021	1250	You can acquire period wings that match your level.	-1
1022	1251	You can obtain the Earring of Rage (left) item.	-1
1023	1252	You can obtain the Earring of Fury (Right) item.	-1
1024	1253	You can get ghost horse items.	-1
1025	1254	You can acquire the Blood Angel Helmet set item.	-1
1026	1255	You can acquire the Blood Angel Armor set item.	-1
1027	1256	You can acquire the Blood Angel Pants set item.	-1
1028	1257	You can acquire Blood Angel Boots or Gloves set items.	-1
1029	1258	You can acquire Blood Angel weapon items.	-1
1030	1259	# #You can use the item by right-clicking the mouse.	-1
1031	1260	Temporary wing items drop on the floor.	-1
1032	1261	This is a tooling item required for making Daze Earrings.	-1
1033	1262	This is a combination material required to upgrade the Blood Earring (Left or Right) to the Daze Earring (Left or Right).	-1
1034	1263	This is an exclusive material needed to upgrade Guardian Pierce Lion to Shining Tail.	-1
1035	1264	It can be upgraded using the 11-15 reinforced Pierce Lion's and Shinning Tail's  seal, and jewel materials.	-1
1036	1265	+11 Level 700 Earrings of Rage (Right) Obtain 14-day items.	-1
1037	1266	Elemental Defense Enhancement	-1
1038	1267	Shoots multiple arrows into the air, causing them to fall like rain, dealing damage to multiple targets. # Chance to deal 1 additional damage.	-1
1039	1268	Greatly increases your movement speed, attack speed, and attack success rate for a certain period of time.	-1
1040	1269	Gathers holy energy and sends it forward, dealing damage to the target.	-1
1041	1270	Increases the target's elemental attack power for a certain period of time.	-1
1042	1271	Increases the target's elemental defense for a certain period of time.	-1
1043	1272	Elemental Defense: %d 	20
1044	1273	Brilliant set items can be upgraded to # Crismon Flame Apocalypse Set items.	-1
1045	1274	Crismon Flame Apocalypse Set Item Crafting Materials	-1
1046	1275	This is a Brilliant Anvil item made by James, one of the 12 priests of light.	-1
1047	1276	This is a combination material required to upgrade a Manticore weapon item to a Brilliant weapon item.	-1
1048	1277	For 'Brilliant' weapons/armor only, #blocks item destruction when upgrading items of level +9 or higher.#However, the combination success rate is reduced by 5%.	-1
1049	1278	For 'Apocalypse' weapons/armor only.#When upgrading items of level +9 or higher,#protects items from disappearing.#However, the combination success rate is reduced by 5%.	-1
1050	1279	A set of sealed blood angels of longing. #To unlock the #Seal, you need the #BloodAngel soul.	-1
1051	1280	Illusion Master only	-1
1052	1281	Longing Blood Angel Illusion Knight Armor	-1
1053	1282	Longing Blood Angel Illusion Knight Helmet	-1
1054	1283	Longing Blood Angel Illusion Knight Pants	-1
1055	1284	Longing Blood Angel Illusion Knight Gloves	-1
1056	1285	Sharp phantom blades create a storm, dealing damage to multiple enemies.	-1
1057	1286	This is an essential combination #material used when enhancing an artifact.	-1
1058	1287	You can create #Artifacts through #combination of Gems of Creation and Artifact Pieces.	-1
1059	1288	You can use it by right-clicking.# You can acquire Artifact and Artifact Enchantment Stone items.	-1
1060	1289	Together, you can acquire Boss Battle reward items.	-1
1061	1290	You can use it by right-clicking.# You can acquire type 6 or type 7 artifact items.	-1
1062	1291	You can use it by right-clicking.#You can obtain an Artifact Enchantment Stone.	-1
1063	1292	This is an entry ticket item required to enter the Boss Battle event.	-1
1064	1293	Items are used upon entry.	-1
1065	1296	You can check the probability of mining Pandora's gems at [Homepage-Probability Information].	-1
1066	1297	You can check the probability of the Mystery Stone option at [Homepage-Probability Information].	-1
